FEATURE,JOURNALIST,METADATA.GROUP,METADATA.personal-code,METADATA.swymerId,METADATA.workDurationInSeconds,METADATA.workDurationInSeconds.main,METADATA.workDurationInSeconds.qualification,POINTS,POINTS.main,POINTS.qualification,ai-system-evaluation.additional-functionality,ai-system-evaluation.benefit-of-doubt,ai-system-evaluation.classification-comprehensible,ai-system-evaluation.criteria-to-judge-reliability,ai-system-evaluation.easy-to-follow-what-system-does,ai-system-evaluation.everyday-work-helpful,ai-system-evaluation.know-what-will-happen-next-time,ai-system-evaluation.most-useful-explanation-feature,ai-system-evaluation.other-information-wish,ai-system-evaluation.rely-on-ai-system,ai-system-evaluation.sceptical-about-ai-system,ai-system-evaluation.system-able-to-classify-news-articles,ai-system-evaluation.system-able-to-detect-fake-news,ai-system-evaluation.system-can-correctly-classify-news-articles,ai-system-evaluation.system-can-efficiently-classify-news-articles,ai-system-evaluation.system-criteria-acceptable,ai-system-evaluation.system-decides-consistently,ai-system-evaluation.system-decides-neutral,ai-system-evaluation.system-has-functionality-for-work,ai-system-evaluation.system-helpful,ai-system-evaluation.system-supports-decision-making,ai-system-evaluation.tend-to-trust-system-even-without-knowledge,ai-system-evaluation.tendency-to-trust-system-high,ai-system-evaluation.trust-new-tech,ai-system-evaluation.understand-what-system-bases-decision-on,ai-system-evaluation.understand-why-system-provided-decision,ai-system-evaluation.value-speed-or-comprehensiveness,ai-system-evaluation.why-not-helpful-for-everyday-work,demographics.age,demographics.country,demographics.education,demographics.employment,demographics.gender,demographics.income,demographics.nationality,expectations.benefit-of-doubt,expectations.rely-on-ai-for-fake-news-detection,expectations.sceptical-about-ai,expectations.trust-ai,expectations.trust-new-tech,information-literacy.access-relevant-literature,information-literacy.check-reliability,information-literacy.differentiate-right-and-fake,information-literacy.efficiently-use-subscribed-and-openaccess,information-literacy.have-it-skills,information-literacy.identify-authentic-sources,information-literacy.identify-misinformation,information-literacy.plagiarism-and-publication-ethics,information-literacy.research-level-skilss,information-seeking.access.google,information-seeking.access.library,information-seeking.access.personal-purchase,information-seeking.access.websites,information-seeking.accessibility-of-information-about-transparency,information-seeking.comprehensive-information,information-seeking.most-used-sources.0,information-seeking.most-used-sources.1,information-seeking.most-used-sources.2,information-seeking.purpose.general-awareness,information-seeking.purpose.keep-up-to-date,information-seeking.purpose.preparing-research,information-seeking.sources.blogs-websites,information-seeking.sources.facebook,information-seeking.sources.instagram,information-seeking.sources.interview,information-seeking.sources.newspaper,information-seeking.sources.online-newspaper,information-seeking.sources.personal-social-networks,information-seeking.sources.twitter,information-seeking.top-source-seriousness,information-seeking.truthfulness.facebook,information-seeking.truthfulness.instagram,information-seeking.truthfulness.newspaper,information-seeking.truthfulness.online-newspaper,information-seeking.truthfulness.twitter,journalist,journalist2,news-dashboard-evaluation.assist-decisions,news-dashboard-evaluation.complicated-explainability-features,news-dashboard-evaluation.comprehensible-explanations-help-assess-news-articles,news-dashboard-evaluation.comprehensible-useful-metadata,news-dashboard-evaluation.help-detect-fake-news-faster,news-dashboard-evaluation.increase-effectiveness-fake-news-detection,news-dashboard-evaluation.long-learning-time-not-worth,news-dashboard-evaluation.satisfied-with-explanatory-quality,news-dashboard-evaluation.useful-assess-news-articles,news-dashboard-evaluation.useful-explanations-news,newsitem.10.control-question,newsitem.10.rating-after-xai,newsitem.10.rating-before-xai,newsitem.10.system-evaluation.classified-correctly,newsitem.10.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.10.system-evaluation.indications-useful,newsitem.10.system-evaluation.understand-what-system-does,newsitem.10.system-evaluation.xai-features-useful,newsitem.11.control-question,newsitem.11.rating-after-xai,newsitem.11.rating-before-xai,newsitem.11.system-evaluation.classified-correctly,newsitem.11.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.11.system-evaluation.indications-useful,newsitem.11.system-evaluation.understand-what-system-does,newsitem.11.system-evaluation.xai-features-useful,newsitem.12.control-question,newsitem.12.rating-after-xai,newsitem.12.rating-before-xai,newsitem.12.system-evaluation.classified-correctly,newsitem.12.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.12.system-evaluation.indications-useful,newsitem.12.system-evaluation.understand-what-system-does,newsitem.12.system-evaluation.xai-features-useful,newsitem.13.control-question,newsitem.13.rating-after-xai,newsitem.13.rating-before-xai,newsitem.13.system-evaluation.classified-correctly,newsitem.13.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.13.system-evaluation.indications-useful,newsitem.13.system-evaluation.understand-what-system-does,newsitem.13.system-evaluation.xai-features-useful,newsitem.14.control-question,newsitem.14.rating-after-xai,newsitem.14.rating-before-xai,newsitem.14.system-evaluation.classified-correctly,newsitem.14.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.14.system-evaluation.indications-useful,newsitem.14.system-evaluation.understand-what-system-does,newsitem.14.system-evaluation.xai-features-useful,newsitem.7.control-question,newsitem.7.rating-after-xai,newsitem.7.rating-before-xai,newsitem.7.system-evaluation.classified-correctly,newsitem.7.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.7.system-evaluation.indications-useful,newsitem.7.system-evaluation.understand-what-system-does,newsitem.7.system-evaluation.xai-features-useful,newsitem.8.control-question,newsitem.8.rating-after-xai,newsitem.8.rating-before-xai,newsitem.8.system-evaluation.classified-correctly,newsitem.8.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.8.system-evaluation.indications-useful,newsitem.8.system-evaluation.understand-what-system-does,newsitem.8.system-evaluation.xai-features-useful,newsitem.9.control-question,newsitem.9.rating-after-xai,newsitem.9.rating-before-xai,newsitem.9.system-evaluation.classified-correctly,newsitem.9.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.9.system-evaluation.indications-useful,newsitem.9.system-evaluation.understand-what-system-does,newsitem.9.system-evaluation.xai-features-useful
basic,False,2,EGC87,CX_611064111674,2920,1943.0,977.0,8,6.0,2.0,none,3,4,find a matching article from reliable source,4,,3,information-about-the-source,none,2,6,4,4,5,6,4,4,3,,3,5,2,2,3,5,5,comprehensiveness,,30-39,USA,university,self-employed,male,less-than-20000-usd,USA,4,2,6,2,3,6,5,5,6,6,5,5,5,6,6,3,2,5,5,5,online-newspaper,twitter,blogs-websites,6,6,3,5,2,3,,2,6,4,4,5,4,4,4,4,4,No,No,5,3,4,5,4,5,4,5,5,4,correct,90.0,90.0,7.0,7.0,6.0,7.0,6.0,correct,55,55,2,5,5,6,5,correct,5,10,7.0,7.0,7.0,7.0,7.0,correct,25,25,2,5,5,6,5,correct,95,95,1,5,5,6,5,correct,95,95,7,6,6,6,6,correct,95,95,2,6,5,6,5,correct,38,38,5,5,5,6,5
basic,False,2,,CX_171085388881,3291,1787.0,1504.0,1,1.0,0.0,X,6,5,36,4,4.0,4,truthfulness-assessment,36,4,5,6,6,6,5,6,6,5,5.0,4,7,4,5,7,6,7,speed,,18-20,X,secondary,apprentice,female,no-answer,36,2,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,facebook,newspaper,twitter,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,No,Yes,4,5,5,6,5,7,5,7,6,4,,,,,,,,,wrong-4,64,58,7,4,4,6,5,wrong-2,38,36,,,,,,wrong-2,39,66,7,7,5,5,7,correct,12,71,7,4,4,6,5,wrong-3,95,86,6,6,5,4,4,wrong-4,92,90,7,7,7,6,7,wrong-1,19,84,7,4,4,6,5
basic,False,2,X,CX_221195070694,849,543.0,306.0,6,4.0,2.0,All,6,6,Yes ,7,,6,truthfulness-assessment,No,6,6,6,6,7,6,6,6,6,,6,6,7,6,7,7,6,speed,,30-39,USA ,university,apprentice,male,less-than-20000-usd,American ,6,7,7,7,6,7,7,7,7,7,5,7,7,7,6,7,7,6,7,7,newspaper,instagram,online-newspaper,7,7,7,6,7,7,,7,6,7,6,6,7,7,7,7,6,No,No,7,6,6,6,6,6,7,6,7,6,correct,94.0,85.0,6.0,7.0,6.0,7.0,6.0,wrong-4,96,94,7,6,7,6,6,correct,84,89,6.0,6.0,6.0,7.0,7.0,correct,88,93,6,6,6,6,7,correct,95,91,6,6,6,7,6,correct,90,94,6,6,7,7,6,correct,88,85,6,6,7,7,6,wrong-2,90,88,6,6,5,6,6
basic,False,2,X,CX_721068490069,2451,1785.0,666.0,8,6.0,2.0,Article,6,5,News,6,,2,truthfulness-assessment,Yes,1,4,6,6,3,2,4,1,1,,4,5,1,4,4,4,4,comprehensiveness,,18-20,USA,high-school,student,female,less-than-20000-usd,American,4,5,3,5,3,5,4,3,5,4,5,5,5,6,4,4,4,4,7,3,newspaper,facebook,twitter,4,4,5,3,4,4,,4,5,5,4,5,4,4,5,4,3,No,No,3,2,3,5,6,5,2,6,4,4,correct,29.0,55.0,5.0,4.0,2.0,4.0,4.0,correct,18,19,4,6,6,7,4,correct,56,76,5.0,4.0,4.0,5.0,5.0,correct,85,22,6,4,4,4,6,correct,17,52,4,6,4,4,5,correct,97,74,6,4,5,4,6,correct,42,46,4,5,6,5,4,correct,8,24,7,5,6,4,6
basic,False,2,FMC53,CX_59599179297,1703,1079.0,624.0,8,6.0,2.0,"The information I listed above, source, date, originating agency, known affiliations, biases of agencies etc",4,7,"dates, my own knowledge of the events, multiple reportings, reputation of the reporter, known biases of the reporting agent or agency ",6,,6,publishing-date,Who the source actually is and why they have been classified the way they have been.  I don't believe the reliability of the source because that can also be programmed into the AI based on the parameters set by the coders,1,5,4,4,3,5,4,5,4,,4,5,2,1,2,7,7,comprehensiveness,,30-39,USA,university,civil-servant,female,over-100000-usd,American,5,3,4,3,2,7,7,6,7,6,6,6,7,7,5,4,4,6,6,7,online-newspaper,blogs-websites,instagram,6,6,4,5,3,3,,3,4,4,1,7,3,3,4,4,3,No,No,5,1,2,6,3,4,1,5,4,2,correct,94.0,65.0,7.0,5.0,3.0,5.0,3.0,correct,21,39,6,2,2,7,3,correct,2,2,7.0,5.0,4.0,6.0,4.0,correct,31,29,2,5,4,7,2,correct,68,71,2,4,5,7,4,correct,81,78,6,4,5,7,5,correct,40,31,5,4,4,7,4,correct,40,57,4,1,2,7,5
basic,False,2,X,CX_741189126496,3130,901.0,2229.0,3,1.0,2.0,Planting tree,6,5,Green house,7,,6,truthfulness-assessment,Yes. I am agree..,6,5,6,5,7,6,7,7,5,,6,4,7,6,7,6,7,speed,,30-39,American area,secondary,salaried-employee,female,less-than-20000-usd,American,5,7,5,7,7,5,5,6,7,7,5,7,7,7,7,6,6,7,6,7,newspaper,online-newspaper,facebook,7,6,6,5,7,6,,7,6,7,7,6,7,6,7,6,7,No,No,6,6,4,3,5,6,6,4,7,7,correct,76.0,75.0,6.0,6.0,6.0,7.0,6.0,correct,81,61,4,6,5,7,6,correct,51,51,6.0,7.0,6.0,7.0,6.0,wrong-2,79,75,7,5,6,6,7,wrong-3,41,72,7,7,6,4,5,wrong-2,90,63,6,6,5,5,7,wrong-2,41,74,7,7,5,6,7,wrong-4,39,53,4,6,7,5,3
basic,False,2,1.R 2.F 3.N 4.2 5.5,CX_841093899057,4482,2051.0,2431.0,8,6.0,2.0,The AI system has the functionality I need for my work ,6,6,Truthfulness ,6,6.0,6,truthfulness-assessment,Yes,6,6,6,6,6,6,6,6,6,6.0,6,6,6,6,6,6,6,comprehensiveness,,21-29,U.S.A,university,self-employed,male,20000-34999-usd,American ,6,6,2,6,5,6,6,7,6,6,6,6,7,6,7,6,6,7,6,7,newspaper,online-newspaper,facebook,7,6,7,7,7,7,,7,7,6,7,7,7,7,7,7,7,No,Yes,6,6,6,6,6,6,6,7,6,6,correct,92.0,10.0,5.0,6.0,6.0,6.0,6.0,correct,21,49,6,6,6,6,6,correct,3,9,5.0,6.0,5.0,5.0,4.0,correct,96,92,6,6,6,6,6,correct,10,49,6,6,6,6,6,correct,90,94,6,6,6,6,6,correct,47,47,6,6,6,6,6,correct,5,94,6,6,6,6,6
basic,False,2,T.J.W. 24,CX_251133145088,723,425.0,298.0,3,1.0,2.0,yes,6,6,yes,5,,6,truthfulness-assessment,yes,6,5,7,6,6,5,4,5,4,,5,7,5,5,7,7,6,speed,,40-49,USA,high-school,civil-servant,male,75000-99999-usd,American,6,4,4,6,7,3,6,5,4,6,5,7,4,3,5,4,6,3,7,5,online-newspaper,newspaper,instagram,4,3,5,4,5,5,,5,7,4,4,6,5,5,5,7,4,No,No,6,4,5,5,5,7,4,4,6,5,correct,84.0,56.0,7.0,5.0,4.0,6.0,6.0,wrong-3,51,10,7,6,7,7,7,correct,51,57,7.0,4.0,5.0,6.0,6.0,correct,48,92,6,4,7,5,5,wrong-1,47,32,7,5,3,6,6,wrong-3,27,21,7,3,4,4,5,wrong-4,77,63,1,2,3,2,3,wrong-1,26,34,7,4,3,2,4
basic,False,2,KSD74,CX_341221661476,1086,676.0,410.0,8,6.0,2.0,Perhaps a feature that would allow further sources to be easily accessed. ,1,5,Emotional language.,5,,1,information-about-the-source,"One of the most important things in determining the truth of an article is looking at the emotional words being used. I think that the AI should track the emotional words that are not used within quotes, to further determine if the article is a thought piece, or a legitimate news article. ",2,7,2,2,2,5,1,1,2,,2,2,1,1,1,5,1,comprehensiveness,,21-29,USA,university,unemployed,female,75000-99999-usd,Caucasion,2,2,7,1,3,7,7,6,6,4,5,5,6,5,6,4,2,6,6,7,online-newspaper,instagram,personal-social-networks,6,5,4,1,1,2,,1,5,2,1,6,2,2,5,5,2,No,No,5,1,3,5,2,4,1,4,4,3,correct,94.0,80.0,7.0,5.0,5.0,5.0,5.0,correct,6,0,7,6,6,6,6,correct,0,0,6.0,4.0,5.0,5.0,4.0,correct,3,0,1,1,1,2,1,correct,100,100,1,1,1,1,1,correct,90,73,6,5,5,5,5,correct,66,99,5,4,4,4,4,correct,7,14,7,6,6,6,6
basic,False,2,Fj13,CX_791160737258,1642,1157.0,485.0,5,4.0,1.0,Yes,6,6,Yes,7,,6,truthfulness-assessment,Yes,6,7,7,6,6,6,6,7,6,,6,7,7,6,7,6,7,comprehensiveness,,21-29,USA,university,self-employed,male,no-answer,United state,6,7,5,7,7,7,6,5,7,7,7,7,6,7,7,2,7,6,7,7,online-newspaper,instagram,twitter,6,7,7,7,7,7,,6,7,6,7,7,5,5,6,7,6,No,No,7,6,7,7,6,7,7,7,6,6,correct,89.0,66.0,7.0,5.0,6.0,6.0,5.0,correct,21,70,7,6,7,6,7,wrong-1,13,53,,,,,,wrong-3,98,61,7,6,6,6,7,wrong-4,12,34,7,6,7,6,6,correct,95,40,7,6,5,6,7,correct,47,46,7,7,6,6,7,correct,4,53,7,7,6,6,7
