METADATA.FEATURE,METADATA.GROUP,METADATA.personal-code,METADATA.swymerId,METADATA.workDurationInSeconds.main,METADATA.workDurationInSeconds.qualification,POINTS.main,POINTS.qualification,ai-system-evaluation.additional-functionality,ai-system-evaluation.benefit-of-doubt,ai-system-evaluation.classification-comprehensible,ai-system-evaluation.criteria-to-judge-reliability,ai-system-evaluation.easy-to-follow-what-system-does,ai-system-evaluation.everyday-work-helpful,ai-system-evaluation.know-what-will-happen-next-time,ai-system-evaluation.most-useful-explanation-feature,ai-system-evaluation.other-information-wish,ai-system-evaluation.rely-on-ai-system,ai-system-evaluation.sceptical-about-ai-system,ai-system-evaluation.system-able-to-classify-news-articles,ai-system-evaluation.system-able-to-detect-fake-news,ai-system-evaluation.system-can-correctly-classify-news-articles,ai-system-evaluation.system-can-efficiently-classify-news-articles,ai-system-evaluation.system-criteria-acceptable,ai-system-evaluation.system-decides-consistently,ai-system-evaluation.system-decides-neutral,ai-system-evaluation.system-has-functionality-for-work,ai-system-evaluation.system-helpful,ai-system-evaluation.system-supports-decision-making,ai-system-evaluation.tend-to-trust-system-even-without-knowledge,ai-system-evaluation.tendency-to-trust-system-high,ai-system-evaluation.trust-new-tech,ai-system-evaluation.understand-what-system-bases-decision-on,ai-system-evaluation.understand-why-system-provided-decision,ai-system-evaluation.value-speed-or-comprehensiveness,ai-system-evaluation.why-not-helpful-for-everyday-work,demographics.age,demographics.country,demographics.education,demographics.employment,demographics.gender,demographics.income,demographics.nationality,expectations.benefit-of-doubt,expectations.rely-on-ai-for-fake-news-detection,expectations.sceptical-about-ai,expectations.trust-ai,expectations.trust-new-tech,information-literacy.access-relevant-literature,information-literacy.check-reliability,information-literacy.differentiate-right-and-fake,information-literacy.efficiently-use-subscribed-and-openaccess,information-literacy.have-it-skills,information-literacy.identify-authentic-sources,information-literacy.identify-misinformation,information-literacy.plagiarism-and-publication-ethics,information-literacy.research-level-skilss,information-seeking.access.google,information-seeking.access.library,information-seeking.access.personal-purchase,information-seeking.access.websites,information-seeking.accessibility-of-information-about-transparency,information-seeking.comprehensive-information,information-seeking.most-used-sources.0,information-seeking.most-used-sources.1,information-seeking.most-used-sources.2,information-seeking.purpose.general-awareness,information-seeking.purpose.keep-up-to-date,information-seeking.purpose.preparing-research,information-seeking.sources.blogs-websites,information-seeking.sources.facebook,information-seeking.sources.instagram,information-seeking.sources.interview,information-seeking.sources.newspaper,information-seeking.sources.online-newspaper,information-seeking.sources.personal-social-networks,information-seeking.sources.twitter,information-seeking.top-source-seriousness,information-seeking.truthfulness.facebook,information-seeking.truthfulness.instagram,information-seeking.truthfulness.newspaper,information-seeking.truthfulness.online-newspaper,information-seeking.truthfulness.twitter,journalist,journalist2,news-dashboard-evaluation.assist-decisions,news-dashboard-evaluation.complicated-explainability-features,news-dashboard-evaluation.comprehensible-explanations-help-assess-news-articles,news-dashboard-evaluation.comprehensible-useful-metadata,news-dashboard-evaluation.help-detect-fake-news-faster,news-dashboard-evaluation.increase-effectiveness-fake-news-detection,news-dashboard-evaluation.long-learning-time-not-worth,news-dashboard-evaluation.satisfied-with-explanatory-quality,news-dashboard-evaluation.useful-assess-news-articles,news-dashboard-evaluation.useful-explanations-news,newsitem.10.control-question,newsitem.10.rating-after-xai,newsitem.10.rating-before-xai,newsitem.10.system-evaluation.classified-correctly,newsitem.10.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.10.system-evaluation.indications-useful,newsitem.10.system-evaluation.understand-what-system-does,newsitem.10.system-evaluation.xai-features-useful,newsitem.11.control-question,newsitem.11.rating-after-xai,newsitem.11.rating-before-xai,newsitem.11.system-evaluation.classified-correctly,newsitem.11.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.11.system-evaluation.indications-useful,newsitem.11.system-evaluation.understand-what-system-does,newsitem.11.system-evaluation.xai-features-useful,newsitem.12.control-question,newsitem.12.rating-after-xai,newsitem.12.rating-before-xai,newsitem.12.system-evaluation.classified-correctly,newsitem.12.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.12.system-evaluation.indications-useful,newsitem.12.system-evaluation.understand-what-system-does,newsitem.12.system-evaluation.xai-features-useful,newsitem.13.control-question,newsitem.13.rating-after-xai,newsitem.13.rating-before-xai,newsitem.13.system-evaluation.classified-correctly,newsitem.13.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.13.system-evaluation.indications-useful,newsitem.13.system-evaluation.understand-what-system-does,newsitem.13.system-evaluation.xai-features-useful,newsitem.14.control-question,newsitem.14.rating-after-xai,newsitem.14.rating-before-xai,newsitem.14.system-evaluation.classified-correctly,newsitem.14.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.14.system-evaluation.indications-useful,newsitem.14.system-evaluation.understand-what-system-does,newsitem.14.system-evaluation.xai-features-useful,newsitem.7.control-question,newsitem.7.rating-after-xai,newsitem.7.rating-before-xai,newsitem.7.system-evaluation.classified-correctly,newsitem.7.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.7.system-evaluation.indications-useful,newsitem.7.system-evaluation.understand-what-system-does,newsitem.7.system-evaluation.xai-features-useful,newsitem.8.control-question,newsitem.8.rating-after-xai,newsitem.8.rating-before-xai,newsitem.8.system-evaluation.classified-correctly,newsitem.8.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.8.system-evaluation.indications-useful,newsitem.8.system-evaluation.understand-what-system-does,newsitem.8.system-evaluation.xai-features-useful,newsitem.9.control-question,newsitem.9.rating-after-xai,newsitem.9.rating-before-xai,newsitem.9.system-evaluation.classified-correctly,newsitem.9.system-evaluation.explanations-comprehensible-and-help-assess,newsitem.9.system-evaluation.indications-useful,newsitem.9.system-evaluation.understand-what-system-does,newsitem.9.system-evaluation.xai-features-useful
explanations,2,X,CX_931185007695,1084,1702,2,0,The survey is very good.,7,6,The survey is very good.,6,7.0,6,truthfulness-assessment,The survey is very good.,7,6,6,7,7,5,7,5,6,7.0,6,7,7,7,6,7,7,speed,,50-59,New Jersey,university,other,female,50000-74999-usd,United States,1,1,2,2,1,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,newspaper,online-newspaper,facebook,1,2,1,1,2,1,,1,2,1,1,1,1,1,1,2,1,No,Yes,7,7,7,7,6,7,6,7,6,7,,,,,,,,,correct,96,95,1,2,2,2,1,wrong-3,91,97,,,,,,wrong-3,96,98,1,1,2,2,1,wrong-3,96,80,1,1,2,2,1,wrong-4,91,96,1,1,2,2,1,correct,94,92,2,7,6,2,1,wrong-1,87,97,1,1,2,2,1
explanations,2,gan61,CX_121248926294,1204,1726,5,2,lastest data,5,5,the source of who is informing the news. ,7,,6,natural-language-explanation,reference to last data ,5,5,6,6,6,6,6,5,4,,6,6,5,5,5,6,6,comprehensiveness,,50-59,US,high-school,self-employed,female,75000-99999-usd,Cuban,6,5,5,5,5,3,5,4,5,2,4,4,3,3,7,2,4,5,5,6,online-newspaper,blogs-websites,personal-social-networks,7,7,6,5,2,5,,1,4,5,2,6,5,4,7,7,4,No,No,6,3,5,5,5,6,3,6,7,6,correct,85.0,66.0,7.0,7.0,7.0,6.0,6.0,correct,54,58,3,4,4,6,4,correct,2,2,7.0,7.0,7.0,7.0,7.0,correct,51,23,5,6,6,6,6,correct,48,75,5,6,6,6,6,correct,95,91,7,7,7,7,7,wrong-2,40,22,5,6,6,6,6,correct,37,73,7,6,6,7,6
explanations,2,MEM63,CX_001248831493,748,735,6,2,Nothing,5,4,The source and fact checking the article,5,,4,information-about-the-source,Who the source is and a possible link to the source website ,4,4,6,6,6,6,6,4,4,,4,6,4,4,5,4,5,comprehensiveness,,30-39,United States of America,high-school,self-employed,male,75000-99999-usd,American,5,4,5,4,5,5,5,5,5,4,5,5,4,5,3,3,2,4,3,4,online-newspaper,twitter,blogs-websites,4,4,3,3,3,3,,2,4,3,3,4,4,4,4,4,4,No,No,4,4,5,5,5,5,4,5,5,4,correct,92.0,59.0,6.0,6.0,6.0,6.0,6.0,correct,21,50,6,6,6,6,6,correct,0,0,7.0,6.0,6.0,6.0,6.0,correct,49,18,6,6,6,6,6,correct,51,11,6,6,6,6,6,correct,80,27,6,6,6,6,6,correct,47,55,6,6,6,6,6,correct,40,60,6,6,6,6,6
explanations,2,CJD01,CX_57109813527,800,568,6,2,Source information and trustworthiness rating.,6,7,"Whether the source is well known, and if so trusted. If it is a site I am not familiar with, I check for identifying features like a phone numbers, address, or About section. I also use various websites that check the validity of the site.",7,,7,natural-language-explanation,A link to the source.,6,2,6,5,6,6,6,4,6,,6,5,5,5,6,6,6,comprehensiveness,,40-49,USA,university,salaried-employee,female,75000-99999-usd,American,5,5,5,5,3,7,7,7,7,7,7,6,7,6,6,2,2,6,7,7,online-newspaper,facebook,blogs-websites,7,7,3,6,3,3,,2,6,2,3,6,5,5,6,6,5,No,No,7,1,7,1,7,6,1,6,7,7,correct,92.0,90.0,7.0,7.0,7.0,5.0,7.0,correct,20,0,7,7,7,7,7,correct,0,0,7.0,7.0,7.0,5.0,7.0,correct,1,1,1,7,1,7,7,correct,90,95,1,7,7,7,7,correct,90,94,7,7,7,7,7,correct,47,34,7,7,7,7,7,correct,2,31,7,7,7,7,7
explanations,2,kjm19,CX_95166850218,1131,645,6,2,"Origin of the news article, including the publish date and the author.",6,6,"The source, the writing style and language used, the original date it was published.",6,,6,natural-language-explanation,The origin of the news article.,6,2,5,6,5,6,6,6,3,,5,5,6,6,6,6,5,comprehensiveness,,30-39,United States,high-school,other,female,20000-34999-usd,American/Caucasian ,5,6,5,5,5,5,6,6,7,1,6,5,7,5,6,2,4,5,6,7,facebook,online-newspaper,newspaper,6,6,3,4,5,3,,4,5,1,2,4,4,4,5,5,4,No,No,7,1,6,4,6,6,1,6,6,6,correct,94.0,67.0,7.0,7.0,7.0,7.0,7.0,correct,14,17,7,7,7,7,7,correct,0,7,7.0,7.0,7.0,7.0,7.0,correct,3,0,1,7,7,7,7,correct,48,51,4,7,7,7,7,correct,93,28,7,7,7,7,7,correct,56,69,6,7,7,7,7,correct,2,29,7,7,7,7,7
explanations,2,bdc59,CX_741248207018,2195,2669,6,2,Second option ,6,6,Common sense ,5,,6,truthfulness-assessment,Dates and sources ,5,5,5,6,5,6,5,5,2,,5,5,5,5,2,6,6,comprehensiveness,,30-39,USA ,university,self-employed,female,20000-34999-usd,Asian,7,5,4,6,1,7,7,7,6,7,5,6,6,7,7,1,1,7,7,7,blogs-websites,instagram,personal-social-networks,7,7,7,7,1,5,,1,1,4,4,7,5,5,5,5,6,No,No,6,2,6,3,6,6,5,5,5,6,correct,87.0,49.0,7.0,5.0,6.0,7.0,5.0,correct,43,68,5,4,5,6,5,correct,0,0,7.0,7.0,7.0,7.0,7.0,correct,2,9,2,4,7,3,7,correct,68,77,4,4,4,5,2,correct,86,66,7,7,7,7,7,correct,23,38,5,5,5,5,5,correct,0,31,7,7,7,7,7
explanations,2,PXC71,CX_963618624,797,573,6,2,two different AI would be good.,5,5,The language,5,,6,natural-language-explanation,Maybe having two separate AI would be good to provide two different analysis,5,4,4,5,4,4,5,4,3,,5,5,5,5,5,5,5,comprehensiveness,,40-49,USA,upper-secondary,salaried-employee,female,75000-99999-usd,American,5,5,3,5,4,5,5,5,5,5,5,5,5,5,6,2,3,6,6,5,online-newspaper,blogs-websites,twitter,5,6,5,4,2,2,,4,5,3,3,5,4,4,5,5,4,No,No,5,3,5,5,5,5,2,5,5,5,correct,88.0,67.0,6.0,6.0,6.0,6.0,6.0,correct,17,40,6,6,6,6,6,correct,0,1,7.0,7.0,7.0,7.0,7.0,correct,25,8,3,4,4,5,4,correct,69,68,2,6,6,5,5,correct,75,52,6,6,6,6,6,correct,35,17,5,5,6,6,6,correct,4,29,6,6,6,6,6
explanations,2,BMD41,CX_321245260019,1205,738,6,2,"Grammar and punctuation error detection. Reputable news sources have rare errors, but unreliable ones tend to have poor writing skills. It's not an absolutely guarantee of accuracy, but the ""fake news"" articles generally aren't well written. ",3,3,"The source of the article (i.e. publisher), the neutrality of the language, the number of grammar/punctuation errors, the persons/institutions interviewed, the controversy level of the topic",4,,2,natural-language-explanation,"Links to reliable/reputable sources about the topic, such as BBC News or NPR or the academic article the article references. ",1,7,3,3,3,3,1,1,3,,1,2,2,2,1,6,5,comprehensiveness,,30-39,United States of America,university,self-employed,female,over-100000-usd,American,4,1,7,2,3,7,7,6,7,5,6,6,7,7,6,2,4,4,6,6,online-newspaper,twitter,personal-social-networks,6,6,4,4,2,1,,2,7,4,5,7,1,1,6,6,4,No,No,7,1,4,3,2,2,1,2,4,2,correct,91.0,75.0,7.0,7.0,6.0,7.0,7.0,correct,14,10,5,5,5,7,6,correct,0,0,7.0,7.0,6.0,7.0,6.0,correct,1,1,1,5,1,7,6,correct,91,92,1,6,1,7,6,correct,90,37,6,6,6,7,6,correct,41,2,5,6,5,7,5,correct,4,36,6,5,5,7,6
explanations,2,KRG27,CX_861245365226,2883,949,6,2,Highlighting potentially biased information ,4,4,The source and presence of obviously biased viewpoints ,2,,3,information-about-the-source,Raiting an article based on political bias,4,5,4,5,4,4,4,4,4,,4,4,2,2,4,3,4,comprehensiveness,,30-39,United States ,university,self-employed,female,20000-34999-usd,American ,4,4,4,4,4,7,7,7,7,6,7,6,7,7,6,4,2,5,4,6,online-newspaper,newspaper,facebook,6,6,4,2,4,4,,5,6,2,3,7,4,4,5,5,4,No,No,4,4,4,5,4,4,4,4,5,4,correct,93.0,70.0,7.0,7.0,6.0,6.0,7.0,correct,23,43,4,4,4,4,4,correct,3,10,7.0,7.0,6.0,6.0,7.0,correct,45,19,2,3,4,3,4,correct,65,51,2,4,3,3,4,correct,76,46,6,5,7,5,7,correct,49,55,6,6,6,5,6,correct,32,68,4,4,3,5,4
explanations,2,,CX_531169401468,287,510,0,2,For my everyday,4,4,Speed,2,,3,truthfulness-assessment,the AI-System,3,3,3,2,2,2,2,2,2,,3,3,2,2,4,3,3,speed,,30-39,California ,secondary,self-employed,female,20000-34999-usd,American ,7,2,2,2,1,2,2,3,2,2,3,3,3,2,4,3,3,2,3,3,facebook,instagram,newspaper,3,2,2,4,3,3,,6,4,3,4,6,3,4,6,5,4,No,No,3,2,3,2,4,4,2,2,3,2,correct,75.0,32.0,5.0,4.0,4.0,4.0,5.0,wrong-3,42,48,4,3,3,4,5,correct,25,42,5.0,4.0,3.0,4.0,4.0,wrong-4,42,31,4,2,4,3,3,wrong-1,48,47,4,4,3,4,3,wrong-1,27,44,3,3,3,4,3,wrong-1,29,51,3,2,3,3,4,wrong-4,57,42,4,2,2,3,2
